latitude           ,longitude         ,location_name                              ,name                                                          ,type            ,source_file                                     ,location_addresstype ,location_boundingbox                                       ,location_class ,location_display_name                                                                                                                         ,location_importance    ,location_lat       ,location_licence                                                        ,location_lon      ,location_osm_id ,location_osm_type ,location_place_id ,location_place_rank ,location_type     ,address_ISO3166-2-lvl4 ,address_city_district ,address_country ,address_country_code ,address_county ,address_municipality ,address_road                         ,address_state ,address_village ,merged_point_count ,original_ids                                                                                                                                                                                                                                                                                                                                         ,address_hamlet  ,address_postcode ,address_residential ,address_amenity                            ,address_isolated_dwelling ,address_tourism     ,address_historic                           ,address_aeroway ,address_locality        ,address_town ,address_emergency ,address_neighbourhood ,altitude
27.7878            ,85.89983333333333 ,Arniko Highway                             ,"Feature-Barhabise to TshoRolpa (Line 1, Point 1)           " ,MultiLineString ,dataset/raw/Gaurishankar Conservation Area.json ,road                 ,"['27.7869645', '27.7917041', '85.8979360', '85.9000202']" ,highway        ,"Arniko Highway, Barhabise-04, Bāhrabīse, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                                           ,0.0533833348592354     ,27.78698846455057  ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.89968218340306 ,      942708593 ,way               ,        224443884 ,                 26 ,trunk             ,NP-P3                  ,Barhabise-04          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,Arniko Highway                       ,बागमती प्रदेश   ,Bāhrabīse       ,                 3 ,"[0, 195, 814]"                                                                                                                                                                                                                                                                                                                                      ,                ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,   857.0
27.7927            ,85.9255           ,Bahrabise - Karthali - Dolangsa Road       ,"Feature-Barhabise to TshoRolpa (Line 1, Point 2)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7875653', '27.8147652', '85.9097004', '85.9937360']" ,highway        ,"Bahrabise - Karthali - Dolangsa Road, Drumtali, Barhabise-02, Karthali, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                            ,0.0533833348592354     ,27.79319256802568  ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.9257196089937  ,      341647092 ,way               ,        226500031 ,                 26 ,tertiary          ,NP-P3                  ,Barhabise-02          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,Bahrabise - Karthali - Dolangsa Road ,बागमती प्रदेश   ,Karthali        ,                 2 ,"[1, 196]"                                                                                                                                                                                                                                                                                                                                           ,Drumtali        ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1538.0
27.7965            ,85.939            ,Bahrabise - Karthali - Dolangsa Road       ,"Feature-Barhabise to TshoRolpa (Line 1, Point 3)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7875653', '27.8147652', '85.9097004', '85.9937360']" ,highway        ,"Bahrabise - Karthali - Dolangsa Road, Drumtali, Barhabise-02, Karthali, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                            ,0.0533833348592354     ,27.795663960722315 ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.9390969784248  ,      341647092 ,way               ,        226500031 ,                 26 ,tertiary          ,NP-P3                  ,Barhabise-02          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,Bahrabise - Karthali - Dolangsa Road ,बागमती प्रदेश   ,Karthali        ,                 2 ,"[2, 197]"                                                                                                                                                                                                                                                                                                                                           ,Drumtali        ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1723.0
27.7902            ,85.9429           ,                                           ,"Feature-Barhabise to TshoRolpa (Line 1, Point 4)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7837040', '27.7909463', '85.9428052', '85.9502475']" ,highway        ,"Budepa, Barhabise-02, Karthali, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                                                    ,0.0533833348592354     ,27.79081764198557  ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.94333633807582 ,      941469165 ,way               ,        225210668 ,                 26 ,unclassified      ,NP-P3                  ,Barhabise-02          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,                                     ,बागमती प्रदेश   ,Karthali        ,                 2 ,"[3, 198]"                                                                                                                                                                                                                                                                                                                                           ,Budepa          ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1571.0
27.7827            ,85.9453           ,Bahrabise - Budepa Road                    ,"Feature-Barhabise to TshoRolpa (Line 1, Point 5)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7823371', '27.7866371', '85.9051922', '85.9467214']" ,highway        ,"Bahrabise - Budepa Road, Budepa, Barhabise-02, Simle, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                              ,0.0533833348592354     ,27.7830806         ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.9451403        ,      341647103 ,way               ,        222621734 ,                 26 ,tertiary          ,NP-P3                  ,Barhabise-02          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,Bahrabise - Budepa Road              ,बागमती प्रदेश   ,Simle           ,                 2 ,"[4, 199]"                                                                                                                                                                                                                                                                                                                                           ,Budepa          ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1139.0
27.7811            ,85.9627           ,Bahrabise - Budepa - Ghorthali Road        ,"Feature-Barhabise to TshoRolpa (Line 1, Point 6)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7812526', '27.7852624', '85.9467214', '85.9787399']" ,highway        ,"Bahrabise - Budepa - Ghorthali Road, Tripurasundari-01, Ghorthali, Tripurasundari, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                            ,0.0533833348592354     ,27.78176608087646  ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.96293581450017 ,      340435707 ,way               ,        224303414 ,                 26 ,tertiary          ,NP-P3                  ,Tripurasundari-01     ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Tripurasundari       ,Bahrabise - Budepa - Ghorthali Road  ,बागमती प्रदेश   ,Ghorthali       ,                 2 ,"[5, 200]"                                                                                                                                                                                                                                                                                                                                           ,                ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1297.0
27.7857            ,85.9798           ,                                           ,"Feature-Barhabise to TshoRolpa (Line 1, Point 7)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7846973', '27.7863149', '85.9786356', '85.9793294']" ,highway        ,"Tripurasundari-01, Ghorthali, Tripurasundari, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                                                 ,0.0533833348592354     ,27.785881709999963 ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.97925486999999 ,      939352668 ,way               ,        222521593 ,                 26 ,unclassified      ,NP-P3                  ,Tripurasundari-01     ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Tripurasundari       ,                                     ,बागमती प्रदेश   ,Ghorthali       ,                 2 ,"[6, 201]"                                                                                                                                                                                                                                                                                                                                           ,                ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  1749.0
27.7881            ,85.9963           ,Chyanarsa                                  ,"Feature-Barhabise to TshoRolpa (Line 1, Point 8)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,hamlet               ,"['27.7750276', '27.8150276', '85.9684118', '86.0084118']" ,place          ,"Chyanarsa, Barhabise-01, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                                                           ,0.1333833348592355     ,27.7950276         ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.9884118        ,     8758375125 ,node              ,        224181646 ,                 20 ,hamlet            ,NP-P3                  ,Barhabise-01          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,                                     ,बागमती प्रदेश   ,                ,                 2 ,"[7, 202]"                                                                                                                                                                                                                                                                                                                                           ,Chyanarsa       ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  2018.0
27.8011            ,85.991            ,                                           ,"Feature-Barhabise to TshoRolpa (Line 1, Point 9)           " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.7860348', '27.8129429', '85.9790966', '85.9945006']" ,highway        ,"Chyanarsa, Barhabise-01, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                                                           ,0.0533833348592354     ,27.8017459         ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,85.9907309        ,      328238043 ,way               ,        222521657 ,                 26 ,unclassified      ,NP-P3                  ,Barhabise-01          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,                                     ,बागमती प्रदेश   ,                ,                 2 ,"[8, 203]"                                                                                                                                                                                                                                                                                                                                           ,Chyanarsa       ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  2117.0
27.8169            ,86.0018           ,Bahrabise - Karthali - Dolangsa Road       ,"Feature-Barhabise to TshoRolpa (Line 1, Point 10)          " ,MultiLineString ,dataset/raw/Barhabise to TshoRolpa.json         ,road                 ,"['27.8119510', '27.8249414', '85.9913758', '86.0050395']" ,highway        ,"Bahrabise - Karthali - Dolangsa Road, Dolansa, Barhabise-01, Barhabise, सिन्धुपाल्चोक, बागमती प्रदेश, नेपाल"                                       ,0.0533833348592354     ,27.81790814895233  ,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright" ,86.00199655666405 ,      340435694 ,way               ,        224019992 ,                 26 ,unclassified      ,NP-P3                  ,Barhabise-01          ,नेपाल            ,np                   ,सिन्धुपाल्चोक     ,Barhabise            ,Bahrabise - Karthali - Dolangsa Road ,बागमती प्रदेश   ,                ,                 2 ,"[9, 204]"                                                                                                                                                                                                                                                                                                                                           ,Dolansa         ,                 ,                    ,                                           ,                          ,                    ,                                           ,                ,                        ,             ,                  ,                      ,  2844.0
